"rid","us_wetland_coverage"
701288865,0
701288867,0
701288875,0.0223027162201286
701288879,0
701288881,0
701288895,0
701288897,0
701288919,0
701288921,0.0223027162201286
701288933,0
701288935,0
701288944,0
701288946,0
701288956,0
701288958,0
701288963,0.00943978205611664
701288965,0
701288971,0
701288973,0
701288975,0
701288977,0
701288983,0
701288985,0
701288992,0.0853953743260921
701288994,0.00842237435609412
701288996,0
701288998,0
701289005,0.00630843141180493
701289007,0
701289018,0
701289020,0
701289021,0.0853953743260921
701289028,0.161778518843454
701289031,0.00384732081722414
701289036,0.00347467465918313
701289038,0
701289045,0.875399306199729
701289047,0.00362776652195642
701289052,0.00384732081722414
701289054,0.00626138246896908
701289065,0.0853953743260921
701289069,0.0383093042493999
701289073,0.00149655935984412
701289075,0.0417943095967494
701289083,0.0328225434026439
701289085,0.0853953743260921
701289088,0.875399306199729
701289089,0.0317337494856327
701289094,0.00149655935984412
701289096,0.0402465308746595
701289100,0.875399306199729
701289103,0.00626138246896908
701289105,0.0383093042493999
701289106,0.0360045377631248
701289107,0.0317337494856327
701289109,0.875399306199729
701289111,0.875399306199729
701289118,0
701289120,0
701289130,0.0360045377631248
701289136,0.219823482850354
701289139,0.0349818397247119
701289141,0.00701997937787792
701289143,0
701289151,0.0275278576280615
701289154,0.875399306199729
701289157,0.0024608588932134
701289159,0.0467918717039996
701289160,0.219823482850354
701289164,0.161778518843454
701289165,0.0275278576280615
701289175,0.106836052696163
701289176,0.194191504239148
701289178,0.219823482850354
701289181,0.106836052696163
701289190,0.106836052696163
701289191,0.0275278576280615
701289193,0.130869440061857
701289196,0.165154573252501
701289200,0.165154573252501
701289217,0.0349818397247119
701289219,0.0275278576280615
701289224,0.00362776652195642
701289226,0.165154573252501
701289232,0.0349818397247119
701289246,0.00942666812952996
701289249,0.165154573252501
701289250,0.219823482850354
701289262,0.110900021535167
701289263,0
701289266,0.165154573252501
701289271,0.0482752068129145
701289272,0.165154573252501
701289277,0.0348875525351961
701289283,0.0349818397247119
701289285,0.0349818397247119
701289288,0
701289290,0
701289293,0.0101411534789992
701289295,0.0101411534789992
701289298,0.00942666812952996
701289306,0.0625948201899753
701289312,0.0306651262193732
701289317,0
701289319,0
701289320,0.110900021535167
701289324,0.00512622515582634
701289326,0.0101411534789992
701289335,0
701289337,0
701289340,0.0625948201899753
701289342,0.0477893444972866
701289343,0.00280307877859713
701289344,0.0245505269469555
701289348,0.110900021535167
701289351,0.0245505269469555
701289355,0.0115580335960333
701289363,0.0477893444972866
701289375,0.0477893444972866
701289381,0.110900021535167
701289383,0
701289387,0.00942666812952996
701289390,0.110900021535167
701289392,0.0477893444972866
701289399,0.00942666812952996
701289402,0.0245505269469555
701289404,0.0625948201899753
701289406,0
701289408,0
701289415,0.00346639995736669
701289416,0.0520429751047337
701289418,0.0383544258153375
701289424,0.0383544258153375
701289426,0
701289427,0.0115580335960333
701289430,0
701289432,0.00641817579969712
701289433,0
701289435,0
701289440,0.0424286833251608
701289446,0.0115580335960333
701289448,0.0383544258153375
701289455,0.0362667206138003
701289459,0
701289461,0.0362667206138003
701289469,0.418951351276781
701289476,0.00132197687287187
701289480,0
701289488,0.0189712137973443
701289490,0.0186644934192404
701289491,0.0437407595245386
701289496,0.0186644934192404
701289500,0.0186644934192404
701289501,0.00522940106465535
701289509,0
701289511,0.00141528190014967
701289513,0
701289515,0.0437407595245386
701289520,0
701289522,0
701289525,0.0424286833251608
701289529,0.0186644934192404
701289533,0
701289541,0.0424286833251608
701289542,0.0186480427899404
701289543,0.0186644934192404
701289545,0.0194452226170897
701289552,0.0186644934192404
701289553,0.0015283232769282
701289563,0
701289567,0
701289569,0.0437407595245386
701289571,0.0197012661062967
701289575,0
701289577,0.0197012661062967
701289585,0
701289591,0.00015114639667344
701289596,0.00015114639667344
701289607,0.00559566831051698
701289611,0.418951351276781
701289616,0.418951351276781
701289621,0.00559566831051698
701289623,0.0204961051647663
701289624,0.0185396980734947
701289625,0
701289629,0.0193400248335438
701289635,0.0193400248335438
701289641,0.018397598389864
701289647,0.0193400248335438
701289652,0.018397598389864
701289657,0.00297105606828214
701289659,0.0457613863537637
701289664,0.0210169531928769
701289666,0.00149481025060518
701289672,0.00149481025060518
701289675,0.0190986958122122
701289680,0.0190986958122122
701289685,0.0190986958122122
701289687,0.0522791999632768
701289688,0.0210169531928769
701289691,0
701289692,0
701289693,0.0522791999632768
701289700,0.0180617309115888
701289702,0.0522791999632768
701289707,0.0588125610255345
701289711,0
701289712,0.00161771432005496
701289717,0
701289719,0
701289720,0.0522791999632768
701289726,0
701289728,0.0588125610255345
701289730,0
701289731,0
701289741,0.0522791999632768
701289743,0.0210169531928769
701289745,0.00703031075020794
701289747,0.0201077220534449
701289753,0
701289767,0.0198796146490826
701289773,0.00149009753241401
701289775,0
701289778,0.0785071244567207
701289780,0.00164122076949399
701289782,0
701289785,0.0198796146490826
701289786,0
701289789,0.0522791999632768
701289793,0.0728001635047468
701289794,0.0522791999632768
701289795,0
701289797,0.0785071244567207
701289804,0.00842237435609412
701289806,0.0193485125152256
701289808,0.0728001635047468
701289815,0.0522791999632768
701289819,0.0522791999632768
701289822,0
701289826,0.0728001635047468
701289827,0.00497555071173633
701289828,0
701289831,0
701289832,0.0210169531928769
701289841,0.0728001635047468
701289843,0.00497555071173633
701289848,0.0189312893053067
701289853,0
701289855,0.0189312893053067
701289858,0.0522791999632768
701289861,0.0189312893053067
701289867,0.00707887649336193
701289869,0.0194266515641046
701289870,0
701289872,0
701289876,0.0218959389527365
701289878,0.0187064070056025
701289886,0.0785071244567207
701289888,0.0218959389527365
701289894,0.00526596390887319
701289897,0.0218959389527365
701289904,0.0187064070056025
701289908,0.00174650580140546
701289913,0.00440282684246187
701289920,0.00440282684246187
701289925,0.014711884738888
701289928,5.63154218880713
701289934,0.00440282684246187
701289937,0.00526596390887319
701289938,0
701289943,0.0187064070056025
701289945,0
701289946,0
701289950,0.014711884738888
701289954,0.00526596390887319
701289955,0.014711884738888
701289957,0.00218632719402303
701289958,0.014711884738888
701289963,0.014711884738888
701289964,0.014711884738888
701289967,0
701289969,0
701289971,0.014711884738888
701289974,0.014711884738888
701289975,0.014711884738888
701289976,0.014711884738888
701289978,0.014711884738888
701289988,0.00790201112584214
701289996,0.00790201112584214
701289999,0
701290002,0.0218959389527365
701290004,0
701290007,0.0182666135788492
701290015,0.00170896899531553
701290017,0
701290024,0.00441479681237409
701290027,0.00441479681237409
701290028,0.0182666135788492
701290030,0.00273386623293023
701290032,0.00441479681237409
701290035,0.00441479681237409
701290039,0.00897045155383703
701290041,0.00897045155383703
701290046,0.0183467022214599
701290049,0.00181062626903745
701290052,0.0144548244251564
701290056,0.012542913356266
701290058,0
701290062,0.0183038897632599
701290063,0.0150487080894116
701290065,0
701290067,0.00227625574913926
701290069,0
701290071,0
701290075,0.00441479681237409
701290077,0
701290079,0.00273386623293023
701290087,0
701290092,0.00441479681237409
701290098,5.63154218880713
701290100,0
701290101,0.00897045155383703
701290102,0.0123500146154558
701290103,0.018243798822114
701290109,0.0182929990643246
701290113,0.00231852368800359
701290115,0.00231852368800359
701290117,0.0150487080894116
701290121,0
701290122,0.102548941329377
701290124,0.0185386867423794
701290126,0.026587650797993
701290127,0.00790201112584214
701290129,0.0449323889462901
701290130,0.0966946957474553
701290132,0.0198537929050938
701290136,0.0983708647524418
701290138,0.0198537929050938
701290139,0.102548941329377
701290140,0
701290150,0.0449323889462901
701290166,0.0185307530514537
701290167,0.0449323889462901
701290169,0.0449323889462901
701290171,0.0198537929050938
701290174,0.0449323889462901
701290178,0.0449323889462901
701290183,1.12720573802594
701290190,1.12720573802594
701290200,0.0190349797784151
701290209,0.00158467962855981
701290212,1.12720573802594
701290215,0.0449323889462901
701290218,0.0169044025869108
701290219,0.0198537929050938
701290221,0.0192500897134969
701290225,0.00441479681237409
701290227,0.0166152044163198
701290228,1.12720573802594
701290231,0
701290233,0.00441479681237409
701290235,0.0194934853786938
701290240,1.12720573802594
701290248,0.0166152044163198
701290250,0.0194934853786938
701290256,0.0166152044163198
701290261,0.275651764319843
701290265,0
701290268,1.12720573802594
701290272,0
701290280,0
701290282,0
701290287,0.0592374729463896
701290289,0
701290291,0.0197900709135953
701290292,0.0592374729463896
701290293,0
701290296,0.0358007103381783
701290298,0.0169044025869108
701290301,4.01638316147135e-06
701290304,0.00441479681237409
701290307,4.25584565682105e-06
701290308,0.0166002096828488
701290310,0.0166152044163198
701290311,0.00903084105207177
701290317,0.275651764319843
701290323,0.0592374729463896
701290326,4.25584565682105e-06
701290327,0.275651764319843
701290328,3.42202827705641e-05
701290330,0
701290331,0.00535973184996444
701290332,1.62203139603905e-05
701290334,6.28405891958766e-06
701290340,0.0200321251071827
701290344,0.0211283747848671
701290347,3.83446443865133e-06
701290354,0
701290356,0
701290357,0
701290359,0
701290366,0.049994729249096
701290369,0
701290374,0
701290375,0
701290376,0.0404711309696723
701290377,0
701290384,0.000442810865884018
701290385,0.00441479681237409
701290387,0.049994729249096
701290390,0.0395731644166787
701290396,0.00408816618536276
701290403,0.00952335591349843
701290404,0.0211283747848671
701290406,0
701290411,0
701290423,0.00935129598896599
701290425,0
701290436,0.0169044025869108
701290438,0.0207627963164592
701290440,0.00239775704456094
701290449,0.0827020935649608
701290451,0.124789938042557
701290452,0
701290454,0.0404711309696723
701290457,0.0207627963164592
701290462,0.00239775704456094
701290464,0.124789938042557
701290471,0.00613322149499311
701290475,0.0207627963164592
701290476,0.00615786164629884
701290485,0.0404711309696723
701290486,0
701290489,0
701290490,0.00656815331523794
701290492,0.454146801096194
701290496,3.59428941687562e-06
701290499,0
701290506,0.012298483284121
701290513,0.0125598823124464
701290515,0.0827020935649608
701290518,0.0404711309696723
701290520,0.0221985130528403
701290522,0
701290531,0.0313286717140593
701290535,0.0125598823124464
701290541,0.0313286717140593
701290542,0
701290544,0.00952335591349843
701290545,0.454146801096194
701290549,0
701290551,0
701290555,0.454146801096194
701290557,0.0222134461091205
701290560,0.0313286717140593
701290563,0.0631442667227004
701290567,0.454146801096194
701290571,0
701290579,0.0735765486674362
701290580,0.0125598823124464
701290582,0.017506269514153
701290583,0.0125598823124464
701290588,0.049526458100063
701290597,0
701290598,0.00408816618536276
701290600,0.0125598823124464
701290607,0.0134430149532786
701290617,0.049526458100063
701290619,0.017506269514153
701290620,0.0199345911710595
701290622,0.0134430149532786
701290623,0.0116697265257753
701290627,0.049526458100063
701290633,0.0631442667227004
701290635,0.0200723219500182
701290637,0.00935362340759852
701290640,0.0134430149532786
701290647,0.0896868045257046
701290649,0.0263715462096174
701290652,0.017506269514153
701290654,0.00935362340759852
701290656,0.0896868045257046
701290658,0.0207018569996285
701290661,0.0207018569996285
701290679,0.0134430149532786
701290691,0.0311520482403397
701290695,0.0735765486674362
701290696,0.0896868045257046
701290703,0
701290706,0.00180671685729799
701290710,0.0180767552224188
701290711,0.0202367359216441
701290728,0
701290734,0.022496419975505
701290738,0.022496419975505
701290740,0.0735765486674362
701290755,0.454146801096194
701290757,0
701290758,0.00106324352890813
701290765,0.00106324352890813
701290767,0.0202367359216441
701290771,0.0180767552224188
701290784,0
701290785,0
701290787,0.0311520482403397
701290789,0.0627650987003415
701290791,0.000958550698828544
701290793,0.0140123846823635
701290795,0
701290799,0.0140123846823635
701290802,0.043079063840335
701290804,0.0222134461091205
701290808,0
701290809,0
701290817,0
701290819,0.00180671685729799
701290821,0.0205333743148478
701290831,0
701290834,0
701290835,0.0180767552224188
701290837,0
701290838,0
701290844,0.00180671685729799
701290845,0
701290847,0
701290856,0
701290861,0.0222134461091205
701290865,0
701290867,0
701290868,0
701290875,0
701290880,0
701290882,0
701290888,0.0205333743148478
701290890,0.0311520482403397
701290892,0
701290901,0.043079063840335
701290905,0.00369618561308335
701290908,0.0293574907438731
701290911,0
701290913,0.0134430149532786
701290914,0.043079063840335
701290916,0.0293574907438731
701290919,0
701290923,0.00369618561308335
701290934,0
701290947,0.00567882675553062
701290950,0
701290956,0.00180671685729799
701290959,0
701290961,0
701290963,0.050633442016564
701290964,0.0222134461091205
701290966,0.0253175485091287
701290969,0
701290971,0
701290976,0.00402014712087826
701290977,0
701290981,0.00143243876773681
701290985,0
701290992,0.878139045857954
701290996,0
701290998,0.050633442016564
701291001,0.00143243876773681
701291005,0.0607635962573553
701291007,0
701291013,0.0463899752564633
701291017,0
701291028,0.014588078152477
701291029,0.00381930011107052
701291030,0
701291034,0.00772384692156262
701291038,0
701291039,0.0463899752564633
701291040,0.738797378601602
701291041,0.00186448378206548
701291044,0.00186448378206548
701291048,0
701291052,0
701291054,0
701291055,0.014588078152477
701291062,0.0102826883076529
701291069,0.014588078152477
701291077,0.00186448378206548
701291079,0
701291081,0.0863537375607015
701291089,0.014588078152477
701291094,0
701291097,0.014588078152477
701291105,0.0607018476486433
701291110,0.0102826883076529
701291113,0.014588078152477
701291116,0
701291117,0.0347273115638353
701291123,0.0236132941862397
701291125,0
701291131,0
701291133,0.00603678242381797
701291138,0.0863537375607015
701291143,0
701291144,0
701291146,0
701291148,0.00143243876773681
701291152,0.120163403638585
701291155,0.00772384692156262
701291156,0.0236132941862397
701291158,0.00603678242381797
701291173,0.014588078152477
701291178,0.000904553960030451
701291181,0.0102826883076529
701291183,0.0235612780698979
701291193,0.0235612780698979
701291195,0.0863537375607015
701291196,0.0205333743148478
701291198,0.0102826883076529
701291199,0.00535434057943387
701291200,0.0444336604920062
701291207,0.0668248904834214
701291208,0.0773202914593149
701291212,0.00785867050393009
701291217,0.051492222672369
701291219,0.00351764264856097
701291225,0.0444336604920062
701291229,0.0444336604920062
701291230,0.00351764264856097
701291236,0.0863537375607015
701291237,0.0235612780698979
701291239,0.0177623483284855
701291247,0.064395478011576
701291251,0.0134430149532786
701291253,0.0212496895990923
701291257,0
701291259,0
701291266,0.0446929494384166
701291268,0.0178332435464278
701291274,0.0227309662126829
701291277,0.0212496895990923
701291287,0.011793198544206
701291290,0.0268126064753017
701291293,0.0347273115638353
701291295,0.176349505667421
701291303,0.0477069963402557
701291304,0.0268126064753017
701291305,0
701291306,0.147714855246541
701291309,0.00240936676662699
701291311,0.022752145687356
701291313,0
701291318,0.0212496895990923
701291329,0.0144572058863885
701291331,0.0302671793538267
701291335,0.176349505667421
701291336,0.0294788274957005
701291344,0.0294788274957005
701291347,0.00351764264856097
701291348,0
701291352,0
701291354,0.011793198544206
701291356,0.0208001687366235
701291358,0.025419360492611
701291359,0.0253038925441759
701291360,0.025419360492611
701291363,0.147714855246541
701291365,0.0863537375607015
701291368,0.0211151851994075
701291384,0
701291386,0.00397852805115193
701291388,0.0206147594195128
701291400,0.025419360492611
701291404,0
701291408,0.025419360492611
701291410,0.00397852805115193
701291412,0.0212496895990923
701291418,0.0211151851994075
701291433,0.00391292339326394
701291437,0.0518509930399235
701291443,0.011793198544206
701291446,0.00171980708266272
701291448,0.0130401428579932
701291450,0.0206147594195128
701291453,0
701291462,0.00688190178271765
701291465,0.147714855246541
701291472,0.011793198544206
701291476,0.0208001687366235
701291477,0.947672660224981
701291483,0.00171980708266272
701291485,0.00688190178271765
701291490,0.00221992461632933
701291496,0.0212496895990923
701291499,0.0212496895990923
701291504,0.0250421729626036
701291507,0
701291510,0.0212496895990923
701291511,0.947672660224981
701291519,0
701291521,0
701291523,0.0209856631002883
701291524,0.011793198544206
701291529,0.0863537375607015
701291530,0
701291533,0
701291534,0.0863537375607015
701291536,0
701291546,0.00221992461632933
701291548,0.0178332435464278
701291553,0.0201435145638163
701291555,0.0863537375607015
701291560,0
701291562,0
701291565,0.0174684978910091
701291567,0.0607635962573553
701291569,0.00111292922971326
701291574,0.144255697456879
701291576,0.0838129820870448
701291577,0.00312840197727785
701291578,0
701291579,0.011793198544206
701291588,0.00111292922971326
701291593,0.00312840197727785
701291595,0.00198374357762409
701291599,0.0108225277848702
701291600,0
701291602,0
701291604,0.0169049772217952
701291607,0.00333944911856927
701291608,0.051492222672369
701291610,0.176349505667421
701291612,0.00333944911856927
701291614,0.0838129820870448
701291617,0
701291620,0
701291623,0.00351521228757012
701291625,0
701291629,0.00298816832508426
701291631,0.0193415074934204
701291632,0.0250421729626036
701291634,0.0200178973906274
701291644,0
701291646,0.00333944911856927
701291648,0
701291650,0.00864660202557098
701291654,0.0630137212553359
701291661,0
701291662,0.0176205540201245
701291666,0.0134430149532786
701291668,0.00544305943760926
701291673,0.0513871148740025
701291675,0.0384630526140659
701291683,0.0518509930399235
701291693,0
701291694,0
701291696,0
701291700,0
701291702,0
701291703,0
701291708,0.0369815925455385
701291711,0.0386251311835018
701291713,0.0384630526140659
701291719,0.947672660224981
701291722,0
701291723,0.0237983275279073
701291725,0
701291727,0.00391292339326394
701291728,0.0838129820870448
701291730,0.0169049772217952
701291732,0.147714855246541
701291734,0.00111292922971326
701291735,0.0216091530400618
701291737,0
701291739,0
701291743,0.0513871148740025
701291745,0
701291747,0.0685640693483687
701291751,0.00953977256089587
701291754,0.0216091530400618
701291766,0.00881594172349324
701291767,0
701291769,0
701291787,0.0253899909863265
701291795,0.144255697456879
701291801,0.00198374357762409
701291805,0.0228240446912763
701291810,0.0253899909863265
701291814,0
701291816,0
701291819,0
701291821,0
701291828,0
701291830,0.00881594172349324
701291853,0
701291855,0.00521773335477857
701291856,0
701291874,0.0191570525614667
701291879,0.0513871148740025
701291880,0.00544305943760926
701291881,0.0253899909863265
701291883,0
701291885,0
701291886,0.0698212753848659
701291887,0.0275604342045798
701291897,0
701291899,0
701291900,0.00881594172349324
701291905,0
701291907,0
701291909,0.0275604342045798
701291910,0
701291911,0.0210444044326426
701291918,0.0100767771262618
701291919,0
701291923,0.0685740127979523
701291925,0
701291931,0
701291939,0.00544305943760926
701291940,0.0217855741817322
701291942,0.0384630526140659
701291949,0.00112275351046009
701291961,0.00881594172349324
701291963,0.00112275351046009
701291971,0.109950496247436
701291978,0.0513871148740025
701291980,0.0202792777896612
701291983,0.0100184137627341
701291989,0.00856730812020693
701291995,0.00459886674338464
701291997,0.0045369296065636
701291999,0.00861152627617109
701292004,0.147375603422042
701292005,0.0219551553399197
701292007,0.0581503502639509
701292013,0
701292015,0.00861152627617109
701292017,0
701292021,0
701292033,0.00717936662721892
701292036,0.147375603422042
701292039,0
701292041,0
701292049,0
701292051,0.00544305943760926
701292054,0.147375603422042
701292056,0
701292063,0.0513871148740025
701292069,0.000995686303884411
701292070,0.0053156552219715
701292074,0.0202792777896612
701292076,0.000995686303884411
701292086,0.0202762678137115
701292089,0.0175087605280207
701292096,0.0254856651401759
701292107,0
701292110,0.0232271448222856
701292112,0
701292118,0.00523731026333002
701292126,0.00523731026333002
701292129,0.00739921486119894
701292131,0.0039288088757212
701292134,0.0039288088757212
701292135,0.022731318972436
701292136,0.00194616505337793
701292137,0.00739921486119894
701292145,0.0228027982631782
701292147,0.00435087320019089
701292148,0.0513871148740025
701292150,0.00709774923234419
701292151,0
701292154,0.0039288088757212
701292157,0.0227238447565702
701292159,0
701292162,0.00709774923234419
701292164,0.00739921486119894
701292165,0.00687826387851741
701292166,0.0039288088757212
701292167,0.0236337565681892
701292168,0
701292170,0.0168921972548323
701292172,0
701292174,0
701292175,0.0170169387962385
701292182,0.021886521933182
701292184,0
701292186,0.0363328431685293
701292197,0.0170169387962385
701292200,0.0363328431685293
